Barcode #,Manufacturer,Model,Serial #,Location,Room
133780,HP,Elite 8300 MT,2UA2290DSH,West Campus,A101
133781,HP,Elite 8300 MT,2UA2290DRV,West Campus,A102
133782,HP,Elite 8300 MT,2UA2290DS1,West Campus,A102
133783,HP,Elite 8300 MT,2UA2290DSF,West Campus,A102
133784,HP,Elite 8300 MT,2UA2290DSP,West Campus,A102
133785,HP,Elite 8300 MT,2UA2290DLN,West Campus,A102
133786,HP,Elite 8300 MT,2UA2290DLQ,West Campus,A102
133787,HP,Elite 8300 MT,2UA2290DSK,West Campus,A102
133788,HP,Elite 8300 MT,2UA2290DLS,West Campus,A102
133789,HP,Elite 8300 MT,2UA2290DS6,West Campus,A102
133790,HP,Elite 8300 MT,2UA2290DSN,West Campus,A102
133791,HP,Elite 8300 MT,2UA2290DSD,West Campus,A102
133792,HP,Elite 8300 MT,2UA2290DSJ,West Campus,A102
133793,HP,Elite 8300 MT,2UA2290DS5,West Campus,A102
133794,HP,Elite 8300 MT,2UA2290DLR,West Campus,A102
133795,HP,Elite 8300 MT,2UA2290DSC,West Campus,A102
133796,HP,Elite 8300 MT,2UA2290DS9,West Campus,A102
133797,HP,Elite 8300 MT,2UA2290DSQ,West Campus,A102
133798,HP,Elite 8300 MT,2UA2290DQW,West Campus,A102
133799,HP,Elite 8300 MT,2UA2290DQY,West Campus,A102
133802,HP,Elite 8300 MT,2UA2290DRJ,West Campus,A102
133803,HP,Elite 8300 MT,2UA2290DRL,West Campus,A102
133804,HP,Elite 8300 MT,2UA2290DRQ,West Campus,A102
133805,HP,Elite 8300 MT,2UA2290DSB,West Campus,A102
133806,HP,Elite 8300 MT,2UA2290DRX,West Campus,A102
133807,HP,Elite 8300 MT,2UA2290DRC,West Campus,A102
133808,HP,Elite 8300 MT,02UA2290DLP,West Campus,A102
133809,HP,Elite 8300 MT,2UA2290DSL,West Campus,A102
133810,HP,Elite 8300 MT,2UA2290DRR,West Campus,A102
133812,HP,Elite 8300 MT,2UA2290DSO,East Campus,O125
133813,HP,Elite 8300 MT,2UA2290DS7,East Campus,O125
133814,HP,Elite 8300 MT,2UA2290DSM,Maintenance and Security,MS189
133815,HP,Elite 8300 MT,2UA2290DSS,Maintenance and Security,MS189
133816,HP,Elite 8300 MT,2UA2290DRW,Maintenance and Security,MS189
133817,HP,Elite 8300 MT,2UA2290DS8,Maintenance and Security,MS189
133818,HP,Elite 8300 MT,2UA2290DP1,Maintenance and Security,MS189
133819,HP,Elite 8300 MT,2UA2290DR8,Maintenance and Security,MS189
133820,HP,Elite 8300 MT,2UA2290DR0,Maintenance and Security,MS189
133821,HP,Elite 8300 MT,2UA2290DR7,Maintenance and Security,MS189
133822,HP,Elite 8300 MT,2UA2290DR2,Maintenance and Security,MS189
133823,HP,Elite 8300 MT,2UA2290DQL,Maintenance and Security,MS189
133824,HP,Elite 8300 MT,2UA2290DRT,Maintenance and Security,MS189
133825,HP,Elite 8300 MT,2UA2290DQS,Maintenance and Security,MS189
133826,HP,Elite 8300 MT,2UA2290DR6,Maintenance and Security,MS189
133827,HP,Elite 8300 MT,2UA2290DR9,Maintenance and Security,MS189
133828,HP,Elite 8300 MT,2UA2290DRB,Maintenance and Security,MS189
133829,HP,Elite 8300 MT,2UA2290DQZ,Maintenance and Security,MS189
133830,HP,Elite 8300 MT,2UA2290DQR,Maintenance and Security,MS189
133831,HP,Elite 8300 MT,2UA2290DS2,Maintenance and Security,MS189
133832,HP,Elite 8300 MT,2UA2290DR3,Maintenance and Security,MS189
133833,HP,Elite 8300 MT,2UA2290DR1,Maintenance and Security,MS189
133834,HP,Elite 8300 MT,2UA2290DNQ,Maintenance and Security,MS189
133835,HP,Elite 8300 MT,2UA2290DPD,Maintenance and Security,MS189
133836,HP,Elite 8300 MT,2UA2290DPT,Maintenance and Security,MS189
133837,HP,Elite 8300 MT,2UA2290DNW,Maintenance and Security,MS189
133838,HP,Elite 8300 MT,2UA2290DP0,Maintenance and Security,MS189
133839,HP,Elite 8300 MT,2UA2290DNV,Maintenance and Security,MS189
133840,HP,Elite 8300 MT,2UA2290DNK,Maintenance and Security,MS189
133841,HP,Elite 8300 MT,2UA2290DPN,East Campus,E103
133842,HP,Elite 8300 MT,2UA2290DND,East Campus,E103
133843,HP,Elite 8300 MT,2UA2290DPG,Maintenance and Security,MS189
133844,HP,Elite 8300 MT,2UA2290DQ6,East Campus,E103
133845,HP,Elite 8300 MT,2UA2290DNY,East Campus,E103
133846,HP,Elite 8300 MT,2UA2290DPL,East Campus,E103
133847,HP,Elite 8300 MT,2UA2290DN7,East Campus,E103
133848,HP,Elite 8300 MT,2UA2290DP5,East Campus,E103
133849,HP,Elite 8300 MT,2UA2290DNF,East Campus,E103
133850,HP,Elite 8300 MT,2UA2290DMJ,East Campus,E103
133851,HP,Elite 8300 MT,2UA2290DPB,East Campus,E103
133852,HP,Elite 8300 MT,2UA2290DN8,East Campus,E103
133853,HP,Elite 8300 MT,Hp Elite 8300 Micro Tower,East Campus,-
133854,HP,Elite 8300 MT,2UA2290DMH,East Campus,E103
133855,HP,Elite 8300 MT,2UA2290DMV,East Campus,-
133856,HP,Elite 8300 MT,2UA2290DLT,East Campus,E103
133857,HP,Elite 8300 MT,2UA2290DM4,East Campus,E103
133859,HP,Elite 8300 MT,2UA2290DQ4,East Campus,E103
133860,HP,Elite 8300 MT,2UA2290DPP,East Campus,E103
133861,HP,Elite 8300 MT,2UA2290DNC,East Campus,E103
133862,HP,Elite 8300 MT,2UA2290DQ0,East Campus,E103
133863,HP,Elite 8300 MT,2UA2290DQQ,East Campus,E103
133864,HP,Elite 8300 MT,2UA2290DMY,East Campus,E103
133865,HP,Elite 8300 MT,2UA2290DRN,East Campus,E103
133866,HP,Elite 8300 MT,2UA2290DN0,East Campus,E103
133867,HP,Elite 8300 MT,2UA2290DR5,East Campus,E103
133868,HP,Elite 8300 MT,2UA2290DP4,East Campus,E103
133869,HP,Elite 8300 MT,2UA2290DMR,East Campus,E103
133871,HP,Elite 8300 MT,2UA2290DPH,West Campus,-
133872,HP,Elite 8300 MT,2UA2290DMZ,Downtown Campus,CO135
133873,HP,Elite 8300 MT,2UA2290DM3,West Campus,-
-,Epson,ELPDC21,X24B9600312,Downtown Campus,ST118
147891,SMART Technologies,SBX885,C041LW43B0010,Downtown Campus,ST211
133878,HP,Elite 8300 MT,2UA2290DRK,West Campus,K203
133879,HP,Elite 8300 MT,2UA2290DQK,West Campus,A102
147336,Samsung,QE82R,08YKHCAM900713R,Northwest Campus,G206
148126,Apple,MacBook Pro,C02CW9EQMD6N,Downtown Campus,AH135
133882,HP,Elite 8300 MT,2UA2290DMN,West Campus,-
133883,HP,Elite 8300 MT,2UA2290DMM,East Campus,208B
148127,Apple,MacBook Pro,C02CWAMMMD6N,Downtown Campus,CC282
133885,HP,Elite 8300 MT,2UA2290DRM,Downtown Campus,ST114
141592,Microsoft,Surface Pro 3,-,District Office,C125
149225,Apple,iPad 7,GG7CR7QYMF3Q,Desert Vista Campus,A143
149226,Apple,iPad 7,GG7CRJHBMF3Q,West Campus,C302
149227,Apple,iPad 7,GG7CRDQCMF3Q,West Campus,C302
149228,Apple,iPad 7,GG7CR7LYMF3Q,West Campus,C302
149229,Apple,iPad 7,GG7CR8PSMF3Q,West Campus,C302
149230,Apple,iPad 7,GG7CR7ZUMF3Q,West Campus,C302
149231,Apple,iPad 7,GG7CRDMNMF3Q,West Campus,C302
149232,Apple,iPad 7,GG7CRDQLMF3Q,West Campus,C302
149233,Apple,iPad 7,GG7CRDP0MF3Q,West Campus,C302
149234,Apple,iPad 7,GG7CRC31MF3Q,West Campus,C302
149235,Apple,iPad 7,GG7CRD3AMF3Q,West Campus,C302
133899,HP,Elite 8300 MT,2UA2290DM5,West Campus,-
149236,Apple,iPad 7,GG7CRLTYMF3Q,West Campus,C302
149237,Apple,iPad 7,GG7CR9ZVMF3Q,West Campus,C302
149238,Apple,iPad 7,GG7CR96XMF3Q,West Campus,C302
149239,Apple,iPad 7,GG7CR6W4MF3Q,West Campus,C302
149240,Apple,iPad 7,GG7CR860MF3Q,West Campus,C302
133905,HP,Elite 8300 MT,2UA2290DLZ,West Campus,R004
149241,Apple,iPad 7,GG7CRD15MF3Q,West Campus,C302
133907,HP,Elite 8300 MT,2UA2290DNT,West Campus,R009
149242,Apple,iPad 7,GG7CR904MF3Q,West Campus,C302
149243,Apple,iPad 7,GG7CR64VMF3Q,West Campus,C302
149244,Apple,iPad 7,GG7CR6Z4MF3Q,West Campus,C302
133911,HP,Elite 8300 MT,2UA2290DMS,East Campus,208B
149245,Apple,iPad 7,GG7CRJVWMF3Q,West Campus,C302
133914,HP,Elite 8300 MT,2UA2290DMW,Downtown Campus,ST118
149246,Apple,iPad 7,GG7CRD7SMF3Q,West Campus,C302
149247,Apple,iPad 7,GG7CRD09MF3Q,West Campus,C302
149248,Apple,iPad 7,GG7CRDL2MF3Q,West Campus,C302
149249,Apple,iPad 7,GG7CRD1RMF3Q,West Campus,C302
149250,Apple,iPad 7,GG7CRDNLMF3Q,West Campus,C302
149251,Apple,iPad 7,GG7CR7LXMF3Q,West Campus,C302
149252,Apple,iPad 7,GG7CRCXQMF3Q,West Campus,C302
149253,Apple,iPad 7,GG7CRDQQMF3Q,West Campus,C302
149254,Apple,iPad 7,GG7CRFH4MF3Q,West Campus,C302
149255,Apple,iPad 7,GG7CRDNJMF3Q,West Campus,C302
149256,Apple,iPad 7,GG7CR832MF3Q,West Campus,C302
149257,Apple,iPad 7,GG7CRD9RMF3Q,West Campus,C302
149258,Apple,iPad 7,GG7CR823MF3Q,West Campus,C302
149259,Apple,iPad 7,GG7CR7KDMF3Q,West Campus,C302
149260,Apple,iPad 7,GG7CR7VBMF3Q,West Campus,C302
149261,Apple,iPad 7,GG7CRDA0MF3Q,West Campus,C302
149262,Apple,iPad 7,GG7CRDA6MF3Q,West Campus,C302
134405,HP,TouchSmart Elite 7320 AIO,MXL2250XCF,West Campus,E101
149263,Apple,iPad 7,GG7CRDR5MF3Q,West Campus,C302
149264,Apple,iPad 7,GG7CR883MF3Q,West Campus,C302
149265,Apple,iPad 7,GG7CRDPNMF3Q,West Campus,C302
134409,HP,TouchSmart Elite 7320 AIO,MXL22612BZ,West Campus,K260
134410,HP,TouchSmart Elite 7320 AIO,MXL22612C3,West Campus,-
149266,Apple,iPad 7,GG7CRCUGMF3Q,West Campus,C302
134412,HP,TouchSmart Elite 7320 AIO,MXL22519Z5,West Campus,-
149267,Apple,iPad 7,GG7CR9M8MF3Q,West Campus,C302
149268,Apple,iPad 7,GG7CRJRZMF3Q,West Campus,C302
149269,Apple,iPad 7,GG7CRDG6MF3Q,West Campus,C302
149270,Apple,iPad 7,GG7CR0EQMF3Q,West Campus,C302
149271,Apple,iPad 7,GG7CR5KUMF3Q,West Campus,C302
149272,Apple,iPad 7,GG7CR3A5MF3Q,West Campus,C302
149273,Apple,iPad 7,GG7CR041MF3Q,West Campus,C302
149274,Apple,iPad 7,GG7CR1DFMF3Q,West Campus,C302
149275,Apple,iPad 7,GG7CRDK3MF3Q,West Campus,C302
149276,Apple,iPad 7,GG7CR815MF3Q,West Campus,C302
149277,Apple,iPad 7,GG7CRKPYMF3Q,West Campus,C302
149278,Apple,iPad 7,GG7CRCY2MF3Q,West Campus,C302
149279,Apple,iPad 7,GG7CRDRKMF3Q,West Campus,C302
149280,Apple,iPad 7,GG7CR7HMMF3Q,West Campus,C302
149281,Apple,iPad 7,GG7CR90LMF3Q,West Campus,C302
149282,Apple,iPad 7,GG7CRE5AMF3Q,West Campus,C302
149283,Apple,iPad 7,GG7CRF70MF3Q,West Campus,C302
149284,Apple,iPad 7,GG7CR8HXMF3Q,West Campus,C302
149285,Apple,iPad 7,GG7CRL9FMF3Q,West Campus,C302
149286,Apple,iPad 7,GG7CRPN9MF3Q,West Campus,C302
149287,Apple,iPad 7,GG7CRPUCMF3Q,West Campus,C302
149288,Apple,iPad 7,GG7CRBREMF3Q,West Campus,C302
149289,Apple,iPad 7,GG7CR7V9MF3Q,West Campus,C302
149589,Apple,iPad 7,GG7CRN16MF3Q,West Campus,C302
149590,Apple,iPad 7,GG7CR9HZMF3Q,West Campus,C302
134419,HP,TouchSmart Elite 7320 AIO,MXL22519Z6,West Campus,-
149591,Apple,iPad 7,GG7CRENPMF3Q,West Campus,C302
149593,Apple,iPad 7,GG7CR6CWMF3Q,West Campus,C302
149594,Apple,iPad 7,GG7CR6STMF3Q,West Campus,C302
149595,Apple,iPad 7,GG7CRBS3MF3Q,West Campus,C302
149596,Apple,iPad 7,GG7CRBV1MF3Q,West Campus,C302
149597,Apple,iPad 7,GG7CR6MYMF3Q,West Campus,C302
149598,Apple,iPad 7,GG7CR8ZJMF3Q,West Campus,C302
149599,Apple,iPad 7,GG7CR791MF3Q,West Campus,C302
149600,Apple,iPad 7,GG7CR78DMF3Q,West Campus,C302
149601,Apple,iPad 7,GG7CR7AJMF3Q,West Campus,C302
149602,Apple,iPad 7,GG7CRDMWMF3Q,West Campus,C302
149603,Apple,iPad 7,GG7CRBHXMF3Q,West Campus,C302
149604,Apple,iPad 7,GG7CR67PMF3Q,West Campus,C302
149605,Apple,iPad 7,GG7CRP3KMF3Q,West Campus,C302
149606,Apple,iPad 7,GG7CRPWUMF3Q,West Campus,C302
134437,HP,TouchSmart Elite 7320 AIO,MXL22612BR,West Campus,K208
149607,Apple,iPad 7,GG7CRNXPMF3Q,West Campus,C302
149608,Apple,iPad 7,GG7CRK9SMF3Q,West Campus,C302
149609,Apple,iPad 7,GG7CRKKVMF3Q,West Campus,C302
149610,Apple,iPad 7,GG7CR94GMF3Q,West Campus,C302
149611,Apple,iPad 7,GG7CRCHNMF3Q,West Campus,C302
149612,Apple,iPad 7,GG7CRE5MMF3Q,West Campus,C302
134444,HP,TouchSmart Elite 7320 AIO,MXL22612C6,West Campus,-
134445,HP,TouchSmart Elite 7320 AIO,MXL22612BS,West Campus,-
134446,HP,TouchSmart Elite 7320 AIO,MXL22612BL,West Campus,K208
149613,Apple,iPad 7,GG7CREAAMF3Q,West Campus,C302
149614,Apple,iPad 7,GG7CRPXWMF3Q,West Campus,C302
149615,Apple,iPad 7,GG7CRBQVMF3Q,West Campus,C302
149616,Apple,iPad 7,GG7CR703MF3Q,West Campus,C302
134451,HP,TouchSmart Elite 7320 AIO,MXL228226Y,West Campus,AG20
134452,HP,TouchSmart Elite 7320 AIO,MXL2282263,West Campus,K208
149617,Apple,iPad 7,GG7CRFBBMF3Q,West Campus,C302
134454,HP,TouchSmart Elite 7320 AIO,MXL2282264,West Campus,C137
149618,Apple,iPad 7,GG7CR0SJMF3Q,West Campus,C302
134456,HP,TouchSmart Elite 7320 AIO,MXL228227K,West Campus,C137
149619,Apple,iPad 7,GG7CRGZVMF3Q,West Campus,C302
149620,Apple,iPad 7,GG7CRHJUMF3Q,West Campus,C302
149621,Apple,iPad 7,GG7CRDB6MF3Q,West Campus,C302
149622,Apple,iPad 7,GG7CRJX2MF3Q,West Campus,C302
149623,Apple,iPad 7,GG7CRJP8MF3Q,West Campus,C302
134462,HP,TouchSmart Elite 7320 AIO,MXL228226B,West Campus,E101
149624,Apple,iPad 7,GG7CRP9UMF3Q,West Campus,C302
134464,HP,TouchSmart Elite 7320 AIO,MXL228226T,West Campus,E101
134465,HP,TouchSmart Elite 7320 AIO,MXL228226P,West Campus,E101
134466,HP,TouchSmart Elite 7320 AIO,MXL228226G,West Campus,C217
134467,HP,TouchSmart Elite 7320 AIO,MXL228225X,West Campus,E101
134468,HP,TouchSmart Elite 7320 AIO,MXL228227D,West Campus,C217
134469,HP,TouchSmart Elite 7320 AIO,MXL2282289,West Campus,C217
149625,Apple,iPad 7,GG7CRGH4MF3Q,West Campus,C302
134471,HP,TouchSmart Elite 7320 AIO,MXL2282262,West Campus,-
134472,HP,TouchSmart Elite 7320 AIO,MXL228226Q,West Campus,-
149626,Apple,iPad 7,GG7CRHG8MF3Q,West Campus,C302
149627,Apple,iPad 7,GG7CR08TMF3Q,West Campus,C302
149628,Apple,iPad 7,GG7CRH42MF3Q,West Campus,C302
149629,Apple,iPad 7,GG7CR36ZMF3Q,West Campus,C302
149630,Apple,iPad 7,GG7CQA2UMF3Q,West Campus,C302
134478,HP,TouchSmart Elite 7320 AIO,MXL228225N,West Campus,C217
134479,HP,TouchSmart Elite 7320 AIO,MXL228226N,West Campus,E101
134480,HP,TouchSmart Elite 7320 AIO,MXL2282282,West Campus,E101
134481,HP,TouchSmart Elite 7320 AIO,MXL228225W,West Campus,E101
134482,HP,TouchSmart Elite 7320 AIO,MXL228226R,West Campus,E101
134483,HP,TouchSmart Elite 7320 AIO,MXL2282260,West Campus,-
134484,HP,TouchSmart Elite 7320 AIO,MXL228227N,West Campus,-
149631,Apple,iPad 7,GG7CRH8YMF3Q,West Campus,C302
149632,Apple,iPad 7,GG7CRP2EMF3Q,West Campus,C302
149633,Apple,iPad 7,GG7CRLEVMF3Q,West Campus,C302
149634,Apple,iPad 7,GG7CR2WQMF3Q,West Campus,C302
149635,Apple,iPad 7,GG7CRKA7MF3Q,West Campus,C302
149636,Apple,iPad 7,GG7CR3CTMF3Q,West Campus,C302
149637,Apple,iPad 7,GG7CT0NNMF3Q,West Campus,C302
149638,Apple,iPad 7,GG8CRCXFMF3Q,West Campus,C302
149639,Apple,iPad 7,GG7CT8FXMF3Q,West Campus,C302
149640,Apple,iPad 7,GG7CT83KMF3Q,West Campus,C302
149641,Apple,iPad 7,GG7CT2WKMF3Q,West Campus,C302
149642,Apple,iPad 7,GG7CRX2YMF3Q,West Campus,C302
149643,Apple,iPad 7,GG7CT11BMF3Q,West Campus,C302
149644,Apple,iPad 7,GG7CT12CMF3Q,West Campus,C302
149645,Apple,iPad 7,GG7CT0CQMF3Q,West Campus,C302
149646,Apple,iPad 7,GG7CT09SMF3Q,West Campus,C302
149647,Apple,iPad 7,GG7CT8E8MF3Q,West Campus,C302
149648,Apple,iPad 7,GG8CRGMQMF3Q,West Campus,C302
149649,Apple,iPad 7,GG8CRGE8MF3Q,West Campus,C302
149650,Apple,iPad 7,GG7CT8MVMF3Q,West Campus,C302
149651,Apple,iPad 7,GG8CRFZSMF3Q,West Campus,C302
149652,Apple,iPad 7,GG7CT03NMF3Q,West Campus,C302
134496,HP,TouchSmart Elite 7320 AIO,MXL2282277,West Campus,-
134500,HP,TouchSmart Elite 7320 AIO,MXL2282278,West Campus,-
134636,HP,4300 Pro SFF,2UA2300779,West Campus,R018
134637,HP,4300 Pro SFF,2UA230079L,West Campus,-
134638,HP,4300 Pro SFF,2UA230079K,West Campus,R018
134639,HP,4300 Pro SFF,2UA23007B5,West Campus,R018
134640,HP,4300 Pro SFF,2UA2300782,West Campus,R018
134642,HP,4300 Pro SFF,2UA2300780,West Campus,R018
134643,HP,4300 Pro SFF,2UA230077C,West Campus,R018
134644,HP,4300 Pro SFF,2UA230077Y,West Campus,R018
134645,HP,4300 Pro SFF,2UA2300786,West Campus,R018
134647,HP,4300 Pro SFF,2UA23007F0,West Campus,-
134648,HP,4300 Pro SFF,2UA2300775,West Campus,R018
134649,HP,4300 Pro SFF,2UA230077D,West Campus,R018
134650,HP,4300 Pro SFF,2UA230077V,West Campus,R018
134651,HP,4300 Pro SFF,2UA230078F,West Campus,R018
134652,HP,4300 Pro SFF,2UA230079S,West Campus,R018
134653,HP,4300 Pro SFF,2UA230078D,West Campus,R018
134654,HP,4300 Pro SFF,2UA230078C,West Campus,R022
134655,HP,4300 Pro SFF,2UA23007B0,West Campus,R022
134656,HP,4300 Pro SFF,2UA230078H,West Campus,R020
134657,HP,4300 Pro SFF,2UA230077W,West Campus,R018
134658,HP,4300 Pro SFF,2UA230079R,West Campus,R020
134684,HP,4300 Pro SFF,2UA23007BT,West Campus,R020
134687,HP,4300 Pro SFF,2UA2300788,West Campus,H106
134691,HP,4300 Pro SFF,2UA23007CK,West Campus,HG09
134692,HP,4300 Pro SFF,2UA23007CM,West Campus,-
134693,HP,4300 Pro SFF,2UA23007CC,West Campus,-
134694,HP,4300 Pro SFF,2UA23007D9,West Campus,-
134696,HP,4300 Pro SFF,2UA23007D7,West Campus,-
134697,HP,4300 Pro SFF,2UA23007D5,West Campus,-
134698,HP,4300 Pro SFF,2UA23007C3,West Campus,-
134699,HP,4300 Pro SFF,2UA23007CY,West Campus,-
134700,HP,4300 Pro SFF,2UA23007CB,West Campus,-
134701,HP,4300 Pro SFF,2UA23007CT,West Campus,-
134702,HP,4300 Pro SFF,2UA23007C8,West Campus,-
134703,HP,4300 Pro SFF,2UA23007C7,West Campus,-
134704,HP,4300 Pro SFF,2UA23007C6,West Campus,-
134705,HP,4300 Pro SFF,2UA23007D8,West Campus,-
134706,HP,4300 Pro SFF,2UA23007DJ,West Campus,-
134707,HP,4300 Pro SFF,2UA23007CX,West Campus,-
134708,HP,4300 Pro SFF,2UA23007CW,West Campus,-
134709,HP,4300 Pro SFF,2UA23007D6,West Campus,-
134710,HP,4300 Pro SFF,2UA23007D1,West Campus,-
134711,HP,4300 Pro SFF,2UA23007DP,West Campus,-
134712,HP,4300 Pro SFF,2UA23007C2,West Campus,-
134713,HP,4300 Pro SFF,2UA23007D2,West Campus,-
134714,HP,4300 Pro SFF,2UA23007BV,West Campus,-
134715,HP,4300 Pro SFF,2UA23007D3,West Campus,-
134716,HP,4300 Pro SFF,2UA23007BS,West Campus,-
134717,HP,4300 Pro SFF,2UA23007CS,West Campus,-
134736,HP,TouchSmart Elite 7320 AIO,MXL2250XPY,West Campus,-
134737,HP,TouchSmart Elite 7320 AIO,MXL2250XPL,West Campus,-
134739,HP,TouchSmart Elite 7320 AIO,MXL2250XPT,West Campus,-
134740,HP,TouchSmart Elite 7320 AIO,MXL2250XPZ,West Campus,K265
134754,HP,TouchSmart Elite 7320 AIO,MXL230125R,West Campus,E101
134755,HP,TouchSmart Elite 7320 AIO,MXL230125P,West Campus,E101
134757,HP,TouchSmart Elite 7320 AIO,MXL230124Y,West Campus,E101
134758,HP,TouchSmart Elite 7320 AIO,MXL230124L,West Campus,E101
134759,HP,TouchSmart Elite 7320 AIO,MXL230125Y,West Campus,E101
134760,HP,TouchSmart Elite 7320 AIO,MXL230125G,West Campus,E101
134761,HP,TouchSmart Elite 7320 AIO,MXL230124R,West Campus,E101
134762,HP,TouchSmart Elite 7320 AIO,MXL2301255,West Campus,E101
134763,HP,TouchSmart Elite 7320 AIO,MXL230124P,West Campus,E101
134764,HP,TouchSmart Elite 7320 AIO,MXL2301253,West Campus,E101
134766,HP,TouchSmart Elite 7320 AIO,MXL230125Z,West Campus,E101
134767,HP,TouchSmart Elite 7320 AIO,MXL230125N,West Campus,E101
134768,HP,TouchSmart Elite 7320 AIO,MXL230124X,West Campus,E101
134769,HP,TouchSmart Elite 7320 AIO,MXL230124G,West Campus,E101
134770,HP,TouchSmart Elite 7320 AIO,MXL2301257,West Campus,E101
134771,HP,TouchSmart Elite 7320 AIO,MXL2301251,West Campus,E101
134772,HP,TouchSmart Elite 7320 AIO,MXL230124H,West Campus,E101
134773,HP,TouchSmart Elite 7320 AIO,MXL2301254,West Campus,E101
134774,HP,TouchSmart Elite 7320 AIO,MXL2301256,West Campus,E101
134775,HP,TouchSmart Elite 7320 AIO,MXL230124F,West Campus,E101
134776,HP,TouchSmart Elite 7320 AIO,MXL230124S,West Campus,E101
134777,HP,TouchSmart Elite 7320 AIO,MXL230125W,West Campus,E101
134778,HP,TouchSmart Elite 7320 AIO,MXL230125M,West Campus,E101
134779,HP,TouchSmart Elite 7320 AIO,MXL230124W,West Campus,E101
134780,HP,TouchSmart Elite 7320 AIO,MXL230124Q,West Campus,E101
134782,HP,TouchSmart Elite 7320 AIO,MXL23012CL,West Campus,E101
134783,HP,TouchSmart Elite 7320 AIO,MXL23012CY,West Campus,E101
134784,HP,TouchSmart Elite 7320 AIO,MXL23012CH,West Campus,E101
134785,HP,TouchSmart Elite 7320 AIO,MXL23012CZ,West Campus,E101
134786,HP,TouchSmart Elite 7320 AIO,MSL23012DO,West Campus,E101
134787,HP,TouchSmart Elite 7320 AIO,MXL230125H,West Campus,E101
134788,HP,TouchSmart Elite 7320 AIO,MSL230125V,West Campus,E101
134789,HP,TouchSmart Elite 7320 AIO,MXL230125T,West Campus,E101
134790,HP,TouchSmart Elite 7320 AIO,MXL230125K,West Campus,E101
134791,HP,TouchSmart Elite 7320 AIO,MXL230125L,West Campus,E101
134792,HP,TouchSmart Elite 7320 AIO,MXL23012CX,West Campus,E101
134793,HP,TouchSmart Elite 7320 AIO,MXL23012CW,West Campus,E101
134795,HP,TouchSmart Elite 7320 AIO,MXL23012D4,West Campus,E101
134796,HP,TouchSmart Elite 7320 AIO,MXL230125S,West Campus,E101
134797,HP,TouchSmart Elite 7320 AIO,MXL23012D1,West Campus,E101
134798,HP,TouchSmart Elite 7320 AIO,MXL23012D7,West Campus,E101
134800,HP,TouchSmart Elite 7320 AIO,MXL23012D8,West Campus,E101
134801,HP,TouchSmart Elite 7320 AIO,MXL23012C6,West Campus,E101
134802,HP,TouchSmart Elite 7320 AIO,MXL23012D3,West Campus,E101
134804,HP,TouchSmart Elite 7320 AIO,MXL230125J,West Campus,E101
134805,HP,TouchSmart Elite 7320 AIO,MXL23012CR,West Campus,E101
134806,HP,TouchSmart Elite 7320 AIO,MXL23012C7,West Campus,E101
134807,HP,TouchSmart Elite 7320 AIO,MXL23012CD,West Campus,E101
134808,HP,TouchSmart Elite 7320 AIO,MXL230124M,West Campus,E101
134813,HP,TouchSmart Elite 7320 AIO,MXL230125D,West Campus,E101
134814,HP,TouchSmart Elite 7320 AIO,MXL230124N,West Campus,E101
134815,HP,TouchSmart Elite 7320 AIO,MXL230125B,West Campus,E101
134817,HP,TouchSmart Elite 7320 AIO,MXL230125C,West Campus,E101
134818,HP,TouchSmart Elite 7320 AIO,MXL230124K,West Campus,E101
134820,HP,TouchSmart Elite 7320 AIO,MXL23012CT,West Campus,E101
134821,HP,TouchSmart Elite 7320 AIO,MXL2301252,West Campus,E101
134824,HP,TouchSmart Elite 7320 AIO,MXL23012C9,West Campus,E101
134826,HP,TouchSmart Elite 7320 AIO,MXL23012CC,West Campus,E101
134827,HP,TouchSmart Elite 7320 AIO,MXL23012C8,West Campus,-
134828,HP,TouchSmart Elite 7320 AIO,MXL23012D5,West Campus,-
134829,HP,TouchSmart Elite 7320 AIO,MXL23012CF,West Campus,-
134830,HP,TouchSmart Elite 7320 AIO,MXL23012CG,West Campus,-
134831,HP,TouchSmart Elite 7320 AIO,MXL23012CS,West Campus,-
134832,HP,TouchSmart Elite 7320 AIO,MXL23012CV,West Campus,E101
134834,HP,TouchSmart Elite 7320 AIO,MXL23012CJ,West Campus,E101
134835,HP,TouchSmart Elite 7320 AIO,MXL23012CM,West Campus,E101
134836,HP,TouchSmart Elite 7320 AIO,MXL230124D,West Campus,E101
134868,HP,TouchSmart Elite 7320 AIO,MXL230125Q,West Campus,-
134869,HP,TouchSmart Elite 7320 AIO,MXL23012C5,West Campus,-
134870,HP,TouchSmart Elite 7320 AIO,MXL23012CK,West Campus,-
135365,HP,6300 Pro SFF,MXL2321WNB,West Campus,-
135366,HP,6300 Pro SFF,MXL2321WNH,West Campus,C342
135368,HP,6300 Pro SFF,MXL2321WM3,West Campus,BG26
135369,HP,6300 Pro SFF,MXL2321WN8,West Campus,C125
135370,HP,6300 Pro SFF,MXL2321WMJ,West Campus,C214
135373,HP,6300 Pro SFF,MXL2321WN9,Downtown Campus,CC160
135375,HP,6300 Pro SFF,MXL2321WN7,West Campus,Z063
135376,HP,6300 Pro SFF,MXL2321WMR,West Campus,C160
135377,HP,6300 Pro MT,MXL2321WM4,West Campus,C214
